City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Trinidad,BO,-14.8333,-64.9,85.95,37,29,4.25,scattered clouds
345,Westport,US,41.1415,-73.3579,76.77,86,1,5.01,clear sky
346,Cobourg,DE,50.2667,10.9667,54.55,97,15,4.12,few clouds
347,Raymore,US,38.8019,-94.4527,78.48,81,1,4.61,clear sky
348,Shenjiamen,CN,29.9576,122.298,76.71,80,64,13.44,broken clouds
349,Stralsund,DE,54.3091,13.0818,53.76,72,91,11.34,overcast clouds
350,Fortuna,US,40.5982,-124.1573,64.42,68,75,1.01,broken clouds
351,Jacksonville,US,30.3322,-81.6556,82.04,86,90,3.44,haze
352,Tevriz,RU,57.509,72.4042,34.84,87,35,7.72,scattered clouds
353,Norman Wells,CA,65.282,-126.8329,51.84,62,75,10.36,broken clouds
354,Swakopmund,NA,-22.6833,14.5333,50.99,81,0,1.01,clear sky
355,Vardo,NO,70.3705,31.1107,43.39,77,4,19.71,clear sky
356,Krasnomayskiy,RU,57.6194,34.4099,35.85,80,100,8.66,overcast clouds
357,Zhangye,CN,38.9342,100.4517,68.61,30,52,4.34,broken clouds
358,Quesnel,CA,52.9999,-122.5029,55.9,76,90,3.44,overcast clouds
359,Atherton,GB,53.5237,-2.4935,64.29,88,100,3.0,overcast clouds
360,Barrow,US,71.2906,-156.7887,35.62,80,90,12.66,overcast clouds
361,Gao,ML,16.6362,1.637,90.32,35,1,12.3,clear sky
362,Aransas Pass,US,27.9095,-97.15,84.97,81,1,6.91,clear sky
363,Kulhudhuffushi,MV,6.6221,73.07,82.08,77,35,8.61,scattered clouds
364,Conceicao Do Araguaia,BR,-8.2578,-49.2647,84.9,31,65,2.91,broken clouds
365,Tuatapere,NZ,-46.1333,167.6833,52.83,70,100,9.55,light rain
366,Ponta Delgada,PT,37.7333,-25.6667,66.92,72,40,8.05,scattered clouds
367,Languyan,PH,5.2618,120.0807,84.85,67,99,5.21,overcast clouds
368,Ostrovnoy,RU,68.0531,39.5131,36.7,79,8,2.82,clear sky
369,San Pedro,PH,14.35,121.0167,81.63,85,90,4.61,overcast clouds
370,Puksoozero,RU,62.5903,40.6066,30.47,95,34,3.74,scattered clouds
371,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,55.99,54,20,8.95,few clouds
372,Grand Gaube,MU,-20.0064,57.6608,69.39,85,86,4.0,light rain
373,Sambava,MG,-14.2667,50.1667,71.35,84,100,6.58,overcast clouds
374,Cabedelo,BR,-6.9811,-34.8339,74.07,77,6,13.71,clear sky
375,Aswan,EG,24.0934,32.907,78.1,31,0,10.36,clear sky
376,Inhambane,MZ,-23.865,35.3833,65.26,57,87,8.05,overcast clouds
377,Parczew,PL,51.6402,22.9006,45.21,93,100,10.67,light rain
378,Sabang,ID,5.8933,95.3214,81.7,71,99,8.63,overcast clouds
379,Ati,TD,13.2154,18.3353,81.14,65,9,6.78,clear sky
380,Tiznit,MA,29.5833,-9.5,65.86,83,100,1.88,overcast clouds
381,Dayong,CN,25.0209,118.2898,87.48,67,0,1.36,clear sky
382,Bozeman,US,45.6796,-111.0386,73.89,24,1,5.99,clear sky
383,Santiago De Cao,PE,-7.9589,-79.2392,62.49,84,79,12.08,broken clouds
384,Sabha,LY,27.0377,14.4283,78.13,21,0,10.36,clear sky
385,Muros,ES,42.7762,-9.0603,60.24,94,72,4.74,broken clouds
386,Aldan,RU,58.6031,125.3894,40.06,70,61,11.14,broken clouds
387,College,US,64.8569,-147.8028,44.55,55,75,5.75,broken clouds
388,Harbour Breton,CA,47.4833,-55.7983,60.08,96,100,11.9,overcast clouds
389,Cervo,ES,43.6702,-7.4101,49.19,75,55,7.83,broken clouds
390,Lander,US,42.833,-108.7307,70.61,37,90,21.85,overcast clouds
391,Bongouanou,CI,6.6486,-4.1992,69.93,100,100,2.26,overcast clouds
392,Ikovka,RU,55.6089,64.9375,34.7,90,53,10.76,broken clouds
393,Thinadhoo,MV,0.5333,72.9333,83.17,72,87,4.29,overcast clouds
394,Abha,SA,18.2164,42.5053,64.22,23,0,0.0,clear sky
395,Chokurdakh,RU,70.6333,147.9167,35.67,55,69,7.54,broken clouds
396,Tabuk,PH,17.4189,121.4443,85.62,68,60,5.39,broken clouds
397,Goderich,CA,43.7501,-81.7165,60.91,82,66,5.75,broken clouds
398,Kayes,ML,14.0,-11.0,78.93,77,60,2.06,broken clouds
399,Sterling,US,39.0062,-77.4286,75.43,91,1,0.0,clear sky
400,Sobolevo,RU,54.4299,31.8996,42.33,94,100,18.66,light rain
401,Hommelvik,NO,63.4108,10.7942,51.78,81,0,6.91,clear sky
402,Acajutla,SV,13.5928,-89.8275,80.22,83,62,3.51,broken clouds
403,Huntington,US,38.4193,-82.4452,72.54,92,1,0.0,clear sky
404,Charters Towers,AU,-20.1,146.2667,81.99,28,8,15.7,clear sky
405,Bud,US,39.447,-86.1758,75.34,86,100,2.98,overcast clouds
406,Izumo,JP,35.3667,132.7667,78.75,61,40,16.11,scattered clouds
407,Ugoofaaru,MV,5.6667,73.0,82.31,77,24,8.99,few clouds
408,Skibbereen,IE,51.55,-9.2667,53.4,85,0,13.27,clear sky
409,Gotsu,JP,35.0,132.2167,77.14,68,42,14.23,scattered clouds
410,Kailua,US,21.4022,-157.7394,84.18,68,40,13.8,scattered clouds
411,Putna,RO,47.8667,25.6167,51.58,88,69,6.73,broken clouds
412,Tarakan,ID,3.3,117.6333,81.9,78,40,3.44,scattered clouds
413,Olafsvik,IS,64.8945,-23.7142,46.06,76,99,6.31,overcast clouds
414,Keti Bandar,PK,24.1447,67.4497,82.94,81,82,11.88,broken clouds
415,Bundaberg,AU,-24.85,152.35,79.09,44,3,5.75,clear sky
416,Mozarlandia,BR,-14.7447,-50.5706,82.94,14,7,5.91,clear sky
417,High Rock,BS,26.6208,-78.2833,78.82,71,100,6.8,overcast clouds
418,Ambikapur,IN,23.1167,83.2,74.66,88,100,2.01,overcast clouds
419,Algiers,DZ,36.7525,3.042,69.62,83,20,4.61,few clouds
420,Suez,EG,29.9737,32.5263,70.63,79,0,8.25,clear sky
421,Kangaatsiaq,GL,68.3065,-53.4641,30.52,58,9,4.45,clear sky
422,Tutoia,BR,-2.7619,-42.2744,80.13,78,98,12.19,overcast clouds
423,Rocha,UY,-34.4833,-54.3333,54.91,99,11,5.12,few clouds
424,Mancio Lima,BR,-7.6142,-72.8958,75.18,72,0,2.93,clear sky
425,Kieta,PG,-6.2167,155.6333,84.99,68,88,5.39,light rain
426,Carlsbad,US,33.1581,-117.3506,72.77,81,1,1.99,clear sky
427,Abu Zabad,SD,12.35,29.25,70.18,91,48,5.95,scattered clouds
428,Sergeyevka,KZ,53.88,67.4158,36.14,88,44,11.68,scattered clouds
429,Severnyy,RU,50.677,36.5532,53.64,76,75,15.66,light intensity shower rain
430,Kysyl-Syr,RU,63.8986,122.7617,40.59,54,97,10.65,overcast clouds
431,Bengkulu,ID,-3.8004,102.2655,79.66,81,56,10.94,light rain
432,Paramonga,PE,-10.6667,-77.8333,61.23,85,50,8.5,scattered clouds
433,Sancti Spiritus,CU,21.9297,-79.4425,76.33,93,65,6.76,broken clouds
434,Lamar,US,33.6668,-95.5836,81.52,80,1,5.75,clear sky
435,Ambon,ID,-3.6954,128.1814,91.54,62,20,2.3,few clouds
436,Cayenne,GF,4.9333,-52.3333,83.08,80,63,1.01,broken clouds
437,Mahibadhoo,MV,3.7833,72.9667,82.58,75,75,7.4,broken clouds
438,Upata,VE,8.0086,-62.3989,77.2,70,98,3.65,overcast clouds
439,Kosh-Agach,RU,50.0,88.6667,48.47,57,1,2.3,clear sky
440,Jinchang,CN,38.4953,102.1739,69.22,28,96,7.7,overcast clouds
441,Erdenet,MN,49.0333,104.0833,56.37,69,37,1.81,scattered clouds
442,Adrar,MR,20.5022,-10.0711,84.9,31,69,13.76,broken clouds
443,Gomez Palacio,MX,25.5667,-103.5,87.67,20,1,4.61,clear sky
444,Nigde,TR,37.8333,34.75,56.95,41,4,2.42,clear sky
445,Tezu,IN,27.9167,96.1667,80.83,57,0,1.61,clear sky
446,Sangar,RU,63.9242,127.4739,38.44,74,59,17.58,broken clouds
447,Griffith,US,41.5284,-87.4237,70.29,81,1,1.01,clear sky
448,Chapais,CA,49.7834,-74.8492,47.98,67,100,2.19,overcast clouds
449,Stephenville,US,32.2207,-98.2023,82.49,51,1,3.44,clear sky
450,San Quintin,MX,30.4833,-115.95,68.45,76,0,16.8,clear sky
451,Mandalgovi,MN,45.7625,106.2708,57.42,67,98,7.47,overcast clouds
452,Pacifica,US,37.6138,-122.4869,68.25,91,40,5.01,fog
453,Mehran,IR,33.1222,46.1646,76.48,22,0,10.4,clear sky
454,Conway,US,35.0887,-92.4421,76.98,91,90,5.75,overcast clouds
455,Flinders,AU,-34.5833,150.8552,73.06,39,6,8.99,clear sky
456,Brewster,US,41.3973,-73.6171,73.96,83,53,1.01,broken clouds
457,Preobrazheniye,RU,42.9019,133.9064,69.4,63,82,5.57,broken clouds
458,Tual,ID,-5.6667,132.75,79.77,81,93,16.71,overcast clouds
459,Tsagan Aman,RU,47.5639,46.7218,50.94,52,17,9.71,few clouds
460,Papetoai,PF,-17.4961,-149.8729,80.19,75,95,16.78,light rain
461,Prince Rupert,CA,54.3161,-130.3201,53.29,94,90,2.3,light rain
462,Lixourion,GR,38.2019,20.4314,67.86,77,4,6.64,clear sky
463,Chiang Klang,TH,19.2938,100.8617,85.33,77,84,1.36,broken clouds
464,Yerbogachen,RU,61.2767,108.0108,48.0,53,100,9.35,overcast clouds
465,North Bend,US,43.4065,-124.2243,62.94,88,90,11.5,overcast clouds
466,Verkhnevilyuysk,RU,63.4453,120.3167,40.28,63,100,7.25,overcast clouds
467,Wawa,NG,9.9022,4.4192,73.08,94,19,4.88,few clouds
468,Amalner,IN,21.05,75.0667,76.33,87,92,0.81,overcast clouds
469,Katsuura,JP,35.1333,140.3,82.44,71,91,25.3,overcast clouds
470,Valparaiso,CL,-33.0393,-71.6273,51.44,76,0,3.44,clear sky
471,Namatanai,PG,-3.6667,152.4333,85.05,69,86,9.89,light rain
472,Richards Bay,ZA,-28.783,32.0377,56.73,79,0,8.23,clear sky
473,Maningrida,AU,-12.0667,134.2667,85.35,48,100,13.44,overcast clouds
474,Mount Gambier,AU,-37.8333,140.7667,53.51,94,90,17.27,overcast clouds
475,Kingman,US,35.1894,-114.053,86.77,41,1,8.05,clear sky
476,Beisfjord,NO,68.3751,17.5988,50.25,74,100,7.63,overcast clouds
477,Sur,OM,22.5667,59.5289,80.67,73,3,8.75,clear sky
478,Byron Bay,AU,-28.65,153.6167,78.91,70,47,10.96,scattered clouds
479,Ningxiang,CN,37.34,111.2052,55.54,96,100,1.57,light rain
480,Lawrenceburg,US,38.0373,-84.8966,75.09,92,1,0.0,clear sky
481,Wembley,AU,-31.9333,115.8,65.01,72,20,5.75,few clouds
482,Kidal,ML,18.4411,1.4078,87.91,13,0,7.96,clear sky
483,Copiapo,CL,-27.3667,-70.3333,51.49,63,100,1.72,overcast clouds
484,Nagram,IN,26.6167,81.1333,84.25,79,0,1.99,clear sky
485,Port Hardy,CA,50.6996,-127.4199,53.78,94,75,2.3,light intensity shower rain
486,Paita,PE,-5.0892,-81.1144,64.31,82,1,13.4,clear sky
487,Zhigansk,RU,66.7697,123.3711,35.78,72,99,12.55,overcast clouds
488,Anori,BR,-3.7728,-61.6442,74.7,87,21,1.43,few clouds
489,Kutum,SD,14.2,24.6667,76.06,52,87,0.11,overcast clouds
490,Veraval,IN,20.9,70.3667,80.44,88,94,7.27,overcast clouds
491,Marquette,US,46.5333,-87.6335,57.78,83,7,8.05,clear sky
492,Chimbarongo,CL,-34.7,-71.05,45.48,89,0,3.15,clear sky
493,Dawson Creek,CA,55.7666,-120.2362,46.04,87,90,3.44,overcast clouds
494,Alekseyevsk,RU,57.8406,108.3492,52.86,54,100,3.69,overcast clouds
495,Kaihua,CN,23.3687,104.28,70.83,82,100,6.8,overcast clouds
496,Flagstaff,US,35.1981,-111.6513,62.6,85,90,3.0,moderate rain
497,Olinda,BR,-8.0089,-34.8553,76.73,65,40,10.36,scattered clouds
498,Hasaki,JP,35.7333,140.8333,77.4,68,99,25.14,overcast clouds
499,Hofn,IS,64.2539,-15.2082,51.78,89,45,19.62,light rain
500,Vila Velha,BR,-20.3297,-40.2925,73.35,78,0,8.05,clear sky
501,Faya,SA,18.3851,42.4509,64.51,22,46,3.8,scattered clouds
502,Tessalit,ML,20.1986,1.0114,88.38,13,0,11.1,clear sky
503,Cheyenne,US,41.14,-104.8203,73.22,25,1,9.22,clear sky
504,Pacific Grove,US,36.6177,-121.9166,68.76,86,75,3.0,broken clouds
505,Durazno,UY,-33.4131,-56.5006,55.67,92,0,8.34,clear sky
506,Kijang,KR,35.2442,129.2139,78.53,65,8,15.46,clear sky
507,Carbonia,IT,39.1672,8.5222,72.0,74,1,3.91,clear sky
508,Zhanaozen,KZ,43.3,52.8,58.03,33,0,11.1,clear sky
509,Honiara,SB,-9.4333,159.95,87.28,67,26,11.61,scattered clouds
510,Springbok,ZA,-29.6643,17.8865,45.03,86,88,5.48,overcast clouds
511,Ginda,IN,30.6945,78.4932,67.08,82,27,0.72,scattered clouds
512,Synya,RU,65.3718,58.0387,34.63,77,100,11.99,overcast clouds
513,Yermakovskoye,RU,53.2831,92.4003,54.97,85,86,2.91,overcast clouds
514,Kelvington,CA,52.1667,-103.5343,65.86,25,28,10.04,scattered clouds
515,Tymovskoye,RU,50.8456,142.655,53.64,50,66,12.01,broken clouds
516,Muyezerskiy,RU,63.9333,31.65,38.55,89,100,3.44,overcast clouds
517,Salmas,IR,38.1973,44.7653,52.79,48,0,1.14,clear sky
518,Dunkwa,GH,5.9656,-1.78,70.7,99,95,2.37,overcast clouds
519,Warrnambool,AU,-38.3833,142.4833,57.81,77,100,27.47,overcast clouds
520,Riyadh,SA,24.6877,46.7219,77.14,16,0,7.14,clear sky
521,Marsh Harbour,BS,26.5412,-77.0636,82.94,69,11,6.82,few clouds
522,Mao,ES,39.8885,4.2658,73.96,83,20,6.91,few clouds
523,Saint-Junien,FR,45.8833,0.9,55.98,99,69,3.51,broken clouds
524,Sultepec,MX,18.8667,-99.95,58.89,96,99,3.69,overcast clouds
525,Lugo,ES,43.0,-7.5,52.36,99,27,0.98,scattered clouds
526,Effingham,US,32.3669,-81.3332,80.83,92,99,4.38,overcast clouds
527,Denpasar,ID,-8.65,115.2167,83.86,79,40,13.8,scattered clouds
528,Rawson,AR,-43.3002,-65.1023,52.41,50,5,6.58,clear sky
529,Beira,MZ,-19.8436,34.8389,71.69,64,40,14.97,scattered clouds
530,Daru,PG,-9.0763,143.2092,78.33,87,100,17.96,overcast clouds
531,Rio Grande,BR,-32.035,-52.0986,62.94,94,25,8.01,scattered clouds
532,Broome,US,42.2506,-75.833,65.01,83,1,1.01,clear sky
533,Tonantins,BR,-2.8731,-67.8022,76.08,86,70,3.22,broken clouds
534,Upernavik,GL,72.7868,-56.1549,20.75,62,16,5.66,few clouds
535,Kudat,MY,6.8837,116.8477,85.93,70,20,5.75,few clouds
536,Bismarck,US,46.8083,-100.7837,72.86,69,1,5.75,clear sky
537,Pinos,MX,22.3,-101.5667,54.59,65,41,16.75,scattered clouds
538,Khilchipur,IN,24.0333,76.5667,74.34,96,100,10.45,overcast clouds
539,Grootfontein,NA,-19.5667,18.1167,58.57,31,0,4.61,clear sky
540,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.24,87,7,7.74,clear sky
541,Helong,CN,42.5397,128.9972,74.84,39,100,3.13,overcast clouds
542,Bathsheba,BB,13.2167,-59.5167,75.81,88,20,3.44,few clouds
543,Ostersund,SE,63.1792,14.6357,45.05,81,90,10.36,overcast clouds
544,Itarema,BR,-2.9248,-39.9167,78.44,80,8,18.3,clear sky
545,Baruun-Urt,MN,46.6806,113.2792,53.87,77,55,14.65,broken clouds
546,Shaoyang,CN,27.2315,111.4525,86.56,59,9,7.34,clear sky
547,Catuday,PH,16.2923,119.8062,83.71,69,44,7.65,scattered clouds
548,Payson,US,40.0444,-111.7321,72.95,59,75,1.99,broken clouds
549,Coquimbo,CL,-29.9533,-71.3436,53.33,87,0,4.61,clear sky
550,Dalnerechensk,RU,45.9339,133.7225,60.73,40,73,4.72,broken clouds
551,Nivala,FI,63.9167,24.9667,40.68,81,100,3.49,overcast clouds
552,Den Helder,NL,52.9599,4.7593,58.98,90,90,6.91,overcast clouds
553,Naryan-Mar,RU,67.6713,53.087,37.76,76,100,16.69,overcast clouds
554,Yabrud,SY,33.9674,36.6574,57.52,41,0,3.15,clear sky
555,Culpeper,US,38.5004,-77.9664,75.15,91,1,0.0,clear sky
556,Jaciara,BR,-15.9653,-54.9683,81.91,21,5,2.46,clear sky
557,Camacha,PT,33.0833,-16.3333,69.22,60,75,9.22,broken clouds
558,Mogadishu,SO,2.0371,45.3438,76.98,81,29,14.54,scattered clouds
559,Bluff,NZ,-46.6,168.3333,52.81,70,100,13.2,moderate rain
560,Narasimharajapura,IN,13.6167,75.5167,69.44,87,100,1.81,overcast clouds
561,Abu Samrah,SY,35.3029,37.1841,68.23,61,0,5.17,clear sky
562,Lingao,CN,19.9103,109.6859,86.16,70,17,8.34,few clouds
563,Cortland,US,42.6001,-76.083,63.63,87,0,4.54,clear sky
564,Yashalta,RU,46.3395,42.2762,60.13,71,92,12.97,overcast clouds
565,Dongargaon,IN,20.9667,80.85,76.41,82,99,4.14,overcast clouds
566,Guayaramerin,BO,-10.8368,-65.3614,80.22,58,67,1.95,broken clouds
567,Muroto,JP,33.2833,134.15,86.04,70,6,3.13,clear sky
568,Don Benito,ES,38.9563,-5.8616,60.93,44,0,3.06,clear sky
569,Montepuez,MZ,-13.1256,38.9997,68.31,75,85,10.8,overcast clouds
570,Verkh-Chebula,RU,56.0308,87.6218,47.21,66,100,10.18,overcast clouds
571,Manakara,MG,-22.1333,48.0167,63.82,71,79,9.35,broken clouds
572,Jurmala,LV,56.968,23.7704,41.02,81,0,13.8,clear sky
573,Sechura,PE,-5.5569,-80.8222,64.11,77,1,15.48,clear sky
574,Lorengau,PG,-2.0226,147.2712,83.8,74,80,7.92,broken clouds
575,Chernyshevskiy,RU,63.0128,112.4714,41.74,58,91,5.28,overcast clouds
576,Hambantota,LK,6.1241,81.1185,82.74,89,20,5.75,few clouds
577,Bastia,FR,42.6667,9.3333,73.2,82,0,1.99,clear sky
578,Orlik,RU,52.5178,99.825,55.67,48,16,1.59,few clouds
579,Fukue,JP,32.6881,128.8419,79.16,73,40,14.97,scattered clouds
580,Mach,PK,29.8637,67.3298,82.31,42,26,2.04,scattered clouds
581,Luderitz,NA,-26.6481,15.1594,52.74,88,33,5.21,scattered clouds
582,Nador,MA,35.174,-2.9287,70.05,60,0,1.14,clear sky
583,Ibipeba,BR,-11.6408,-42.0111,67.69,39,6,6.71,clear sky
584,Yaan,NG,7.3833,8.5667,72.64,96,99,5.68,overcast clouds
585,Uvinza,TZ,-5.1036,30.3911,67.53,84,98,3.71,light rain
586,Bargur,IN,12.5424,78.3539,78.3,66,100,1.54,overcast clouds
587,Emerald,AU,-23.5333,148.1667,80.74,36,1,8.05,clear sky
588,Bull Savanna,JM,17.8868,-77.5902,77.77,81,52,2.1,broken clouds
589,Karratha,AU,-20.7377,116.8463,85.78,19,1,11.1,clear sky
590,Anamur,TR,36.0751,32.8369,68.02,42,0,3.71,clear sky
591,Mecca,SA,21.4267,39.8261,85.03,33,22,6.02,few clouds
592,Udachnyy,RU,66.4167,112.4,33.82,76,64,3.47,broken clouds
593,Luanda,AO,-8.8368,13.2343,68.9,87,27,3.96,scattered clouds
594,Patti,IN,31.2808,74.8572,82.35,69,0,5.35,clear sky
595,Oria,ES,43.2554,-2.0187,60.53,83,91,4.0,overcast clouds
596,Zlobin,HR,45.2924,14.6541,54.7,82,20,2.3,few clouds
597,Casas Grandes,MX,30.3667,-107.95,78.46,26,58,5.39,broken clouds
598,Sanbu,CN,33.4594,119.1453,78.75,66,0,12.68,clear sky
599,Srednekolymsk,RU,67.45,153.6833,36.9,47,48,17.87,scattered clouds
600,Miyakonojo,JP,31.7333,131.0667,80.22,67,72,3.29,broken clouds
601,Severo-Kurilsk,RU,50.6789,156.125,52.99,89,100,13.22,overcast clouds
602,Atyrau,KZ,47.1167,51.8833,48.22,57,0,8.95,clear sky
603,Contamana,PE,-7.3333,-75.0167,80.76,57,90,1.79,overcast clouds
604,Camalu,MX,30.85,-116.0667,68.41,74,0,11.43,clear sky
605,Mhlume,SZ,-26.0333,31.85,57.87,86,8,3.62,clear sky
606,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.65,78,11,7.81,few clouds
607,San Ramon,US,37.7799,-121.978,68.14,81,75,1.01,broken clouds
608,Illela,NG,13.7292,5.2975,80.49,67,73,9.8,broken clouds
609,Ola,RU,59.5833,151.2833,47.41,92,98,6.73,overcast clouds
610,Araouane,ML,18.9048,-3.5265,93.97,18,43,9.53,scattered clouds
611,Pyapon,MM,16.2833,95.6833,81.5,83,100,3.4,overcast clouds
612,Vagur,FO,61.4732,-6.8119,53.33,87,100,22.7,overcast clouds
613,Abay,KZ,49.6311,72.8539,43.18,63,100,12.19,overcast clouds
614,Sukumo,JP,32.9333,132.7333,81.5,65,30,2.28,scattered clouds
615,Djambala,CG,-2.5447,14.7533,69.33,84,100,3.8,overcast clouds
616,Svetlogorsk,BY,52.6333,29.7333,47.77,95,100,5.77,overcast clouds
617,Marawi,PH,7.9986,124.2928,77.65,69,52,2.04,broken clouds
618,Mamallapuram,IN,12.6264,80.1722,82.45,74,97,7.92,overcast clouds
619,Channel-Port Aux Basques,CA,47.5702,-59.1367,61.81,99,97,2.39,overcast clouds
620,Bereznik,RU,62.8551,42.7072,38.86,69,100,4.45,overcast clouds
621,Tignere,CM,7.3667,12.65,64.06,91,90,1.3,overcast clouds
622,Iskateley,RU,67.6803,53.1512,37.74,77,100,16.73,overcast clouds
623,Chas,IN,23.6333,86.1667,80.6,79,96,4.94,overcast clouds
624,Paso De Carrasco,UY,-34.8603,-56.0522,59.14,100,40,4.61,scattered clouds
625,Mitchell,US,43.7094,-98.0298,78.78,68,1,8.99,clear sky
626,Scottsboro,US,34.6723,-86.0341,73.51,100,1,0.0,clear sky
627,Staroshcherbinovskaya,RU,46.6311,38.6742,63.86,69,99,6.35,light rain
628,Maine-Soroa,NE,13.2114,12.0241,83.16,51,68,7.16,broken clouds
629,The Valley,AI,18.217,-63.0578,82.81,72,3,14.41,clear sky
630,Merritt Island,US,28.5392,-80.672,80.98,90,75,3.44,light intensity drizzle
631,Ibirapitanga,BR,-14.1642,-39.3736,63.36,99,31,1.21,scattered clouds
632,Srandakan,ID,-7.9386,110.2506,82.69,67,35,13.04,scattered clouds
633,Felanitx,ES,39.4696,3.1483,72.95,81,0,4.72,clear sky
634,Nadym,RU,65.5333,72.5167,38.48,86,98,18.99,overcast clouds
635,Nanyang,CN,32.9947,112.5328,62.94,92,100,12.75,light rain
636,Kamenka,RU,51.3223,42.7678,48.27,49,100,11.03,overcast clouds
637,Polunochnoye,RU,60.8697,60.4153,30.04,90,100,7.87,overcast clouds
638,Holme,DK,56.1138,10.1725,53.74,80,98,8.63,overcast clouds
639,Odienne,CI,9.51,-7.5692,70.41,97,31,4.27,scattered clouds
640,Aras,ES,42.5617,-2.356,52.32,87,0,5.75,clear sky
641,Manitouwadge,CA,49.1215,-85.8403,50.72,86,31,4.92,scattered clouds
642,Grimshaw,CA,56.1834,-117.6027,48.9,93,40,3.44,scattered clouds
643,Goure,NE,13.9835,10.2704,86.97,42,87,8.23,overcast clouds
644,Yamada,JP,39.4667,141.95,74.86,54,48,5.64,scattered clouds
645,Eyl,SO,7.9803,49.8164,78.53,80,91,17.78,overcast clouds
646,Cody,US,44.5263,-109.0565,70.29,50,1,6.91,clear sky
647,Zenzeli,RU,45.9241,47.0474,56.84,65,96,9.69,overcast clouds
648,Qandala,SO,11.472,49.8728,87.98,60,64,1.32,broken clouds
649,Glenwood Springs,US,39.5505,-107.3248,74.21,87,90,16.11,light rain
650,Yugorsk,RU,61.3133,63.3319,32.58,87,100,14.32,overcast clouds
651,Astoria,US,46.1879,-123.8313,58.96,94,90,1.99,moderate rain
652,Tomatlan,MX,19.9333,-105.25,76.86,94,100,1.97,overcast clouds
653,Villanueva De Cordoba,ES,38.3228,-4.6287,56.93,40,0,4.27,clear sky
654,Wuwei,CN,37.9281,102.6414,67.33,35,100,4.41,overcast clouds
655,Nouakchott,MR,18.0858,-15.9785,80.53,80,32,10.22,scattered clouds
656,Polis,CY,35.0367,32.4264,69.62,61,0,1.14,clear sky
657,Avera,US,33.194,-82.5271,78.71,63,100,2.24,overcast clouds
658,Seoul,KR,37.5683,126.9778,80.17,57,0,5.75,clear sky
659,Dhidhdhoo,MV,6.8833,73.1,82.08,78,52,8.9,broken clouds
660,Morant Bay,JM,17.8815,-76.4093,82.02,82,36,6.76,scattered clouds
661,Jishou,CN,28.3167,109.7167,83.44,75,16,7.25,few clouds
662,College Place,US,46.0493,-118.3883,64.42,67,40,3.0,scattered clouds
663,Horsham,GB,51.064,-0.3272,61.59,91,20,0.0,few clouds
664,Kariba,ZW,-16.5167,28.8,64.51,72,5,8.32,clear sky
665,Victoria Point,AU,-27.5833,153.3,85.68,45,54,4.0,broken clouds
666,Nioki,CD,-2.7167,17.6833,72.25,92,100,2.75,overcast clouds
667,Caconda,AO,-13.7333,15.0667,62.2,75,59,4.25,broken clouds
668,Makushino,RU,55.2103,67.2442,32.76,91,9,12.12,clear sky
669,Carupano,VE,10.6678,-63.2585,77.77,84,76,7.0,broken clouds
670,Nemuro,JP,43.3236,145.575,70.23,85,97,12.3,overcast clouds
671,Kloulklubed,PW,7.0419,134.2556,82.9,77,100,19.89,overcast clouds
672,Mnogovershinnyy,RU,53.9353,139.9242,47.59,51,20,18.72,few clouds
673,Hondo,JP,32.45,130.2,82.35,69,0,6.04,clear sky
674,Tupik,RU,54.4253,119.9327,50.56,54,13,3.91,few clouds
675,Kongolo,CD,-5.3833,27.0,70.45,90,95,4.9,overcast clouds
676,Kibre Mengist,ET,5.8833,38.9833,60.13,97,100,2.06,moderate rain
677,Kastamonu,TR,41.5,33.6667,55.9,91,100,2.13,overcast clouds
678,Chekhov,RU,55.1431,37.4711,41.23,69,100,11.25,light rain
679,Guarapari,BR,-20.6667,-40.4975,73.29,71,2,9.15,clear sky
680,Weingarten,DE,47.8,9.6333,54.05,92,30,6.91,scattered clouds
681,Lazaro Cardenas,MX,17.9583,-102.2,79.36,84,100,1.9,overcast clouds
682,Svetlaya,RU,46.5389,138.3297,60.91,39,100,2.13,overcast clouds
683,Yanam,IN,16.7333,82.2167,82.8,80,100,3.69,overcast clouds
684,Santa Isabel,BR,-23.3156,-46.2214,68.65,94,23,2.39,few clouds
685,Lithakia,GR,37.7167,20.8333,69.17,94,20,0.0,few clouds
686,Kavaratti,IN,10.5669,72.642,81.55,78,100,9.82,overcast clouds
687,Hay River,CA,60.8156,-115.7999,49.98,76,75,3.44,broken clouds
688,Pemangkat,ID,1.1667,108.9667,81.37,76,100,4.7,overcast clouds
689,Vandra,EE,58.6481,25.0361,39.18,90,1,8.97,clear sky
690,Vanimo,PG,-2.6741,141.3028,82.22,79,87,4.97,moderate rain
691,Kokoda,PG,-8.8785,147.7407,80.37,87,100,3.91,overcast clouds
692,Saldanha,ZA,-33.0117,17.9442,57.25,89,100,20.85,light rain
693,Manzanillo,CU,20.3433,-77.1167,78.39,84,94,9.57,overcast clouds
694,Hatillo,PR,18.4863,-66.8254,81.16,85,3,8.75,clear sky
695,Juneau,US,58.3019,-134.4197,55.45,88,100,3.76,overcast clouds
