City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
234,Port-Cartier,CA,2021-09-16 15:12:48,50.0334,-66.8654,59.76,57,2,11.32
235,Bathsheba,BB,2021-09-16 15:12:48,13.2167,-59.5167,90.21,70,75,19.57
236,Naze,JP,2021-09-16 15:12:48,28.3667,129.4833,78.64,87,99,11.25
237,Moron,AR,2021-09-16 15:12:49,-34.6534,-58.6198,73.0,38,0,4.09
238,Lagoa,PT,2021-09-16 15:12:49,39.05,-27.9833,71.76,77,14,9.46
239,Erenhot,CN,2021-09-16 15:12:50,43.6475,111.9767,65.77,38,0,8.23
240,Havoysund,NO,2021-09-16 15:09:25,70.9963,24.6622,47.28,65,68,13.85
241,Fairlie,GB,2021-09-16 15:12:51,55.756,-4.8556,66.85,86,98,4.0
242,Saint George,US,2021-09-16 15:11:01,37.1041,-113.5841,81.54,23,1,1.01
243,Jasper,US,2021-09-16 15:12:51,37.2001,-94.3502,80.24,71,32,1.99
244,Mbini,GQ,2021-09-16 15:12:51,1.574,9.6134,79.5,80,97,9.8
245,Lebu,CL,2021-09-16 15:12:52,-37.6167,-73.65,53.44,68,2,9.91
246,Trelew,AR,2021-09-16 15:12:52,-43.249,-65.3051,67.39,24,25,14.92
247,Tura,IN,2021-09-16 15:12:53,25.5198,90.2201,74.08,95,97,2.15
248,Raudeberg,NO,2021-09-16 15:12:53,61.9875,5.1352,57.87,94,100,3.56
249,San Patricio,US,2021-09-16 15:10:09,28.017,-97.5169,84.06,65,88,9.17
250,Limoux,FR,2021-09-16 15:12:54,42.9167,2.1667,73.83,45,92,8.39
251,Rundu,NA,2021-09-16 15:12:54,-17.9333,19.7667,96.89,6,51,4.09
252,Kizukuri,JP,2021-09-16 15:12:54,40.8061,140.3861,57.33,80,100,4.81
253,Dangriga,BZ,2021-09-16 15:12:55,16.9692,-88.2321,89.56,72,32,2.1
254,Khanpur,PK,2021-09-16 15:12:56,28.6453,70.6567,99.21,29,28,12.15
255,Mahebourg,MU,2021-09-16 15:12:56,-20.4081,57.7,71.26,82,32,7.87
256,Gat,IL,2021-09-16 15:12:57,31.61,34.7642,81.28,21,1,10.45
257,Quesnel,CA,2021-09-16 15:12:57,52.9999,-122.5029,32.5,100,75,3.44
258,Puerto Escondido,MX,2021-09-16 15:12:58,15.85,-97.0667,82.63,78,98,2.68
259,Arraial Do Cabo,BR,2021-09-16 15:12:58,-22.9661,-42.0278,76.86,73,75,5.75
260,Brae,GB,2021-09-16 15:12:58,60.3964,-1.353,55.31,86,84,9.53
261,Luanda,AO,2021-09-16 15:09:51,-8.8368,13.2343,75.2,78,75,11.5
262,Lisala,CD,2021-09-16 15:12:59,2.15,21.5167,73.96,95,100,4.25
263,Victoria,HK,2021-09-16 15:12:25,22.2855,114.1577,84.33,75,81,3.18
264,Yeppoon,AU,2021-09-16 15:12:59,-23.1333,150.7333,58.78,79,0,4.92
265,Atambua,ID,2021-09-16 15:13:00,-9.1061,124.8925,73.26,86,57,5.17
266,Rexburg,US,2021-09-16 15:13:00,43.826,-111.7897,58.51,41,1,6.91
267,Iqaluit,CA,2021-09-16 15:10:38,63.7506,-68.5145,34.95,87,100,0.96
268,Ancud,CL,2021-09-16 15:13:01,-41.8697,-73.8203,52.43,94,100,14.76
269,Yuli,NG,2021-09-16 15:13:01,9.6989,10.2744,91.45,53,40,3.87
270,Nishihara,JP,2021-09-16 15:13:02,26.1842,127.7558,81.68,92,20,5.75
271,Castro,BR,2021-09-16 15:13:02,-24.7911,-50.0119,58.33,94,100,7.85
272,Iquique,CL,2021-09-16 15:12:17,-20.2208,-70.1431,60.84,64,4,8.12
273,Lamar,US,2021-09-16 15:13:03,33.6668,-95.5836,80.53,74,0,7.23
274,Ilulissat,GL,2021-09-16 15:13:03,69.2167,-51.1,28.42,46,1,8.05
275,Diplo,PK,2021-09-16 15:13:04,24.4667,69.584,90.16,62,10,12.21
276,Egvekinot,RU,2021-09-16 15:13:04,66.3167,-179.1667,29.07,86,100,2.62
277,Rudnogorsk,RU,2021-09-16 15:13:05,57.2639,103.7519,32.38,91,10,2.42
278,Barentu,ER,2021-09-16 15:13:05,15.1139,37.5928,76.66,58,93,4.88
279,Xai-Xai,MZ,2021-09-16 15:13:05,-25.0519,33.6442,71.83,87,96,10.31
280,Ahuimanu,US,2021-09-16 15:13:06,21.4447,-157.8378,78.51,79,40,5.75
281,Loandjili,CG,2021-09-16 15:13:07,-4.7561,11.8578,78.3,81,96,11.36
282,Goderich,CA,2021-09-16 15:13:09,43.7501,-81.7165,71.04,54,0,10.6
283,Flinders,AU,2021-09-16 15:13:09,-34.5833,150.8552,51.21,83,82,1.99
284,Hobyo,SO,2021-09-16 15:13:10,5.3505,48.5268,79.2,81,28,24.58
285,Sisimiut,GL,2021-09-16 15:13:10,66.9395,-53.6735,37.04,45,50,3.0
286,Amod,IN,2021-09-16 15:13:11,21.9833,72.9,79.11,85,95,16.49
287,Kungurtug,RU,2021-09-16 15:13:11,50.5994,97.5228,45.64,54,60,1.72
288,Verkhnyaya Inta,RU,2021-09-16 15:13:11,65.9811,60.3094,43.61,70,99,6.29
289,Hovd,MN,2021-09-16 15:13:12,48.0056,91.6419,60.66,29,99,3.78
290,Hirara,JP,2021-09-16 15:13:12,24.8,125.2833,83.39,75,92,9.48
291,Vestmanna,FO,2021-09-16 15:13:13,62.1564,-7.1664,50.92,93,75,12.66
292,Orlik,RU,2021-09-16 15:13:13,52.5178,99.825,44.49,65,71,0.89
293,Manta,EC,2021-09-16 15:13:13,-0.95,-80.7333,75.0,78,84,5.77
